SiteID,Name,NameAlt,AncientName,Type,Subtype,Morphology,Period,StartDate,EndDate,ArchaeoStatus,Notes,Latitude,Longitude,Northing,Easting,LocQual,SizeHa,SizeQual,Source,SourceID,Pages,AltSource,AltSourcePages,AltSourceID,AltSizeHa,AltSizeQual
2364,Hirbet Zarom,,,Settlement,,Mound/Tell,Early Bronze Age I,-3800,-3050,Surveyed,,32.455614782,35.565716596,3593838.00165515,741174.033792255,A,0.2,C,Kohn-Tavor 2014,76,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3791,,,
2364,Hirbet Zarom,,,Settlement,,Mound/Tell,Middle Bronze Age II-III,-1750,-1550,Surveyed,,32.455614782,35.565716596,3593838.00165515,741174.033792255,A,0.2,C,Kohn-Tavor 2014,76,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3791,,,
2364,Hirbet Zarom,,,Settlement,,Mound/Tell,Late Bronze Age,-1550,-1150,Surveyed,,32.455614782,35.565716596,3593838.00165515,741174.033792255,A,0.2,C,Kohn-Tavor 2014,76,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3791,,,
2364,Hirbet Zarom,,,Settlement,,Mound/Tell,Iron Age I,-1150,-980,Surveyed,,32.455614782,35.565716596,3593838.00165515,741174.033792255,A,0.2,C,Kohn-Tavor 2014,76,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3791,,,
2364,Hirbet Zarom,,,Settlement,,Mound/Tell,Iron Age II,-980,-539,Surveyed,,32.455614782,35.565716596,3593838.00165515,741174.033792255,A,0.2,C,Kohn-Tavor 2014,76,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3791,,,
2364,Hirbet Zarom,,,Settlement,,Mound/Tell,Byzantine,324,638,Surveyed,,32.455614782,35.565716596,3593838.00165515,741174.033792255,A,0.2,C,Kohn-Tavor 2014,76,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3791,,,
2365,Hirbet Hasut,el-Hissa,,Settlement,,Mound/Tell,Chalcolithic,-4500,-3800,Surveyed,,32.45744608,35.555885877,3594018.90295843,740244.8315483,A,0.05,C,Kohn-Tavor 2014,77,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3792,,,
2365,Hirbet Hasut,el-Hissa,,Settlement,,Mound/Tell,Early Bronze Age IV/Middle Bronze Age I/Int. Bronze,-2500,-2000,Surveyed,,32.45744608,35.555885877,3594018.90295843,740244.8315483,A,0.05,C,Kohn-Tavor 2014,77,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3792,,,
2365,Hirbet Hasut,el-Hissa,,Settlement,,Mound/Tell,Middle Bronze Age II-III,-1750,-1550,Surveyed,,32.45744608,35.555885877,3594018.90295843,740244.8315483,A,0.05,C,Kohn-Tavor 2014,77,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3792,,,
2365,Hirbet Hasut,el-Hissa,,Settlement,,Mound/Tell,Iron Age I-II,-1150,-539,Surveyed,,32.45744608,35.555885877,3594018.90295843,740244.8315483,A,0.05,C,Kohn-Tavor 2014,77,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3792,,,
2365,Hirbet Hasut,el-Hissa,,Settlement,,Mound/Tell,Hellenistic,-333,-63,Surveyed,,32.45744608,35.555885877,3594018.90295843,740244.8315483,A,0.05,C,Kohn-Tavor 2014,77,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3792,,,
2365,Hirbet Hasut,el-Hissa,,Settlement,,Mound/Tell,Byzantine,324,638,Surveyed,,32.45744608,35.555885877,3594018.90295843,740244.8315483,A,0.05,C,Kohn-Tavor 2014,77,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3792,,,
2366,Tell Masad,,,Settlement,{structure},Mound/Tell,Early Bronze Age I,-3800,-3050,Surveyed,,32.459243578,35.558020041,3594223.05050236,740440.713318514,A,1.2,C,Kohn-Tavor 2014,78,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3793,,,
2366,Tell Masad,,,Settlement,{structure},Mound/Tell,Early Bronze Age IV/Middle Bronze Age I/Int. Bronze,-2500,-2000,Surveyed,,32.459243578,35.558020041,3594223.05050236,740440.713318514,A,1.2,C,Kohn-Tavor 2014,78,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3793,,,
2366,Tell Masad,,,Settlement,{structure},Mound/Tell,Middle Bronze Age II-III,-1750,-1550,Surveyed,,32.459243578,35.558020041,3594223.05050236,740440.713318514,A,1.2,C,Kohn-Tavor 2014,78,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3793,,,
2366,Tell Masad,,,Settlement,{structure},Mound/Tell,Late Bronze Age,-1550,-1150,Surveyed,,32.459243578,35.558020041,3594223.05050236,740440.713318514,A,1.2,C,Kohn-Tavor 2014,78,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3793,,,
2366,Tell Masad,,,Settlement,{structure},Mound/Tell,Iron Age I,-1150,-980,Surveyed,,32.459243578,35.558020041,3594223.05050236,740440.713318514,A,1.2,C,Kohn-Tavor 2014,78,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3793,,,
2366,Tell Masad,,,Settlement,{structure},Mound/Tell,Iron Age II,-980,-539,Surveyed,,32.459243578,35.558020041,3594223.05050236,740440.713318514,A,1.2,C,Kohn-Tavor 2014,78,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3793,,,
2366,Tell Masad,,,Settlement,{structure},Mound/Tell,Hellenistic,-333,-63,Surveyed,,32.459243578,35.558020041,3594223.05050236,740440.713318514,A,1.2,C,Kohn-Tavor 2014,78,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3793,,,
2366,Tell Masad,,,Settlement,{structure},Mound/Tell,Byzantine,324,638,Surveyed,,32.459243578,35.558020041,3594223.05050236,740440.713318514,A,1.2,C,Kohn-Tavor 2014,78,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3793,,,
2367,Hirbet Daveka,el-Karm,,Settlement,,Flat site on natural mound,Early Bronze Age I,-3800,-3050,Surveyed,,32.460500004,35.560152163,3594367.1939697,740637.835023336,A,0.8,C,Kohn-Tavor 2014,79,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3794,,,
2367,Hirbet Daveka,el-Karm,,Settlement,,Flat site on natural mound,Early Bronze Age IV/Middle Bronze Age I/Int. Bronze,-2500,-2000,Surveyed,,32.460500004,35.560152163,3594367.1939697,740637.835023336,A,0.8,C,Kohn-Tavor 2014,79,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3794,,,
2367,Hirbet Daveka,el-Karm,,Settlement,,Flat site on natural mound,Middle Bronze Age II-III,-1750,-1550,Surveyed,,32.460500004,35.560152163,3594367.1939697,740637.835023336,A,0.8,C,Kohn-Tavor 2014,79,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3794,,,
2367,Hirbet Daveka,el-Karm,,Settlement,,Flat site on natural mound,Late Bronze Age,-1550,-1150,Surveyed,,32.460500004,35.560152163,3594367.1939697,740637.835023336,A,0.8,C,Kohn-Tavor 2014,79,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3794,,,
2367,Hirbet Daveka,el-Karm,,Settlement,,Flat site on natural mound,Iron Age I,-1150,-980,Surveyed,,32.460500004,35.560152163,3594367.1939697,740637.835023336,A,0.8,C,Kohn-Tavor 2014,79,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3794,,,
2367,Hirbet Daveka,el-Karm,,Settlement,,Flat site on natural mound,Iron Age II,-980,-539,Surveyed,,32.460500004,35.560152163,3594367.1939697,740637.835023336,A,0.8,C,Kohn-Tavor 2014,79,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3794,,,
2367,Hirbet Daveka,el-Karm,,Settlement,,Flat site on natural mound,Hellenistic,-333,-63,Surveyed,,32.460500004,35.560152163,3594367.1939697,740637.835023336,A,0.8,C,Kohn-Tavor 2014,79,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3794,,,
2367,Hirbet Daveka,el-Karm,,Settlement,,Flat site on natural mound,Roman,-63,324,Surveyed,,32.460500004,35.560152163,3594367.1939697,740637.835023336,A,0.8,C,Kohn-Tavor 2014,79,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3794,,,
2367,Hirbet Daveka,el-Karm,,Settlement,,Flat site on natural mound,Byzantine,324,638,Surveyed,,32.460500004,35.560152163,3594367.1939697,740637.835023336,A,0.8,C,Kohn-Tavor 2014,79,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3794,,,
2368,Tell Qataf,T. el-Qitaf,,Settlement,,Mound/Tell,Early Bronze Age,-3800,-2500,Surveyed,,32.461502366,35.556433439,3594469.96900425,740285.53591686,A,0.7,C,Kohn-Tavor 2014,80,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3795,,,
2368,Tell Qataf,T. el-Qitaf,,Settlement,,Mound/Tell,Early Bronze Age IV/Middle Bronze Age I/Int. Bronze,-2500,-2000,Surveyed,,32.461502366,35.556433439,3594469.96900425,740285.53591686,A,2.5,C,Kohn-Tavor 2014,80,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3795,,,
2368,Tell Qataf,T. el-Qitaf,,Settlement,,Mound/Tell,Middle Bronze Age II-III,-1750,-1550,Surveyed,,32.461502366,35.556433439,3594469.96900425,740285.53591686,A,2.5,C,Kohn-Tavor 2014,80,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3795,,,
2368,Tell Qataf,T. el-Qitaf,,Settlement,,Mound/Tell,Late Bronze Age,-1550,-1150,Surveyed,,32.461502366,35.556433439,3594469.96900425,740285.53591686,A,2.5,C,Kohn-Tavor 2014,80,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3795,,,
2368,Tell Qataf,T. el-Qitaf,,Settlement,,Mound/Tell,Iron Age I,-1150,-980,Surveyed,,32.461502366,35.556433439,3594469.96900425,740285.53591686,A,2.5,C,Kohn-Tavor 2014,80,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3795,,,
2368,Tell Qataf,T. el-Qitaf,,Settlement,,Mound/Tell,Iron Age II,-980,-539,Surveyed,,32.461502366,35.556433439,3594469.96900425,740285.53591686,A,2.5,C,Kohn-Tavor 2014,80,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3795,,,
2368,Tell Qataf,T. el-Qitaf,,Settlement,,Mound/Tell,Hellenistic,-333,-63,Surveyed,,32.461502366,35.556433439,3594469.96900425,740285.53591686,A,2.5,C,Kohn-Tavor 2014,80,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3795,,,
2368,Tell Qataf,T. el-Qitaf,,Settlement,,Mound/Tell,Byzantine,324,638,Surveyed,,32.461502366,35.556433439,3594469.96900425,740285.53591686,A,2.5,C,Kohn-Tavor 2014,80,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3795,,,
2369,Tell Qataf HaKatan,,,Settlement,,Flat site on natural mound,Late Bronze Age,-1550,-1150,Surveyed,,32.463072924,35.559098641,3594650.14855044,740531.937638682,A,0.15,C,Kohn-Tavor 2014,81,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3796,,,
2369,Tell Qataf HaKatan,,,Settlement,,Flat site on natural mound,Iron Age II,-980,-539,Surveyed,,32.463072924,35.559098641,3594650.14855044,740531.937638682,A,0.15,C,Kohn-Tavor 2014,81,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3796,,,
2370,Tell Artal,"T. esh Sh. Daud, T. esh-Sheikh Dawud",,Settlement,,Mound/Tell,Chalcolithic,-4500,-3800,Surveyed,,32.462165188,35.561222335,3594554.27446559,740734.01927356,A,0.2,C,Kohn-Tavor 2014,82,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3797,,,
2370,Tell Artal,"T. esh Sh. Daud, T. esh-Sheikh Dawud",,Settlement,,Mound/Tell,Early Bronze Age I,-3800,-3050,Surveyed,,32.462165188,35.561222335,3594554.27446559,740734.01927356,A,0.2,C,Kohn-Tavor 2014,82,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3797,,,
2370,Tell Artal,"T. esh Sh. Daud, T. esh-Sheikh Dawud",,Settlement,,Mound/Tell,Early Bronze Age IV/Middle Bronze Age I/Int. Bronze,-2500,-2000,Surveyed,,32.462165188,35.561222335,3594554.27446559,740734.01927356,A,0.2,C,Kohn-Tavor 2014,82,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3797,,,
2370,Tell Artal,"T. esh Sh. Daud, T. esh-Sheikh Dawud",,Settlement,,Mound/Tell,Middle Bronze Age II-III,-1750,-1550,Surveyed,,32.462165188,35.561222335,3594554.27446559,740734.01927356,A,0.2,C,Kohn-Tavor 2014,82,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3797,,,
2370,Tell Artal,"T. esh Sh. Daud, T. esh-Sheikh Dawud",,Settlement,,Mound/Tell,Late Bronze Age,-1550,-1150,Surveyed,,32.462165188,35.561222335,3594554.27446559,740734.01927356,A,0.2,C,Kohn-Tavor 2014,82,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3797,,,
2370,Tell Artal,"T. esh Sh. Daud, T. esh-Sheikh Dawud",,Settlement,,Mound/Tell,Iron Age I,-1150,-980,Surveyed,,32.462165188,35.561222335,3594554.27446559,740734.01927356,A,0.2,C,Kohn-Tavor 2014,82,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3797,,,
2370,Tell Artal,"T. esh Sh. Daud, T. esh-Sheikh Dawud",,Settlement,,Mound/Tell,Iron Age II,-980,-539,Surveyed,,32.462165188,35.561222335,3594554.27446559,740734.01927356,A,0.2,C,Kohn-Tavor 2014,82,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3797,,,
2370,Tell Artal,"T. esh Sh. Daud, T. esh-Sheikh Dawud",,Settlement,,Mound/Tell,Hellenistic,-333,-63,Surveyed,,32.462165188,35.561222335,3594554.27446559,740734.01927356,A,0.2,C,Kohn-Tavor 2014,82,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3797,,,
2370,Tell Artal,"T. esh Sh. Daud, T. esh-Sheikh Dawud",,Settlement,,Mound/Tell,Roman,-63,324,Surveyed,,32.462165188,35.561222335,3594554.27446559,740734.01927356,A,0.2,C,Kohn-Tavor 2014,82,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3797,,,
2370,Tell Artal,"T. esh Sh. Daud, T. esh-Sheikh Dawud",,Settlement,,Mound/Tell,Byzantine,324,638,Surveyed,,32.462165188,35.561222335,3594554.27446559,740734.01927356,A,0.2,C,Kohn-Tavor 2014,82,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3797,,,
2371,Tell Karpas,T. el-Karantina ,,Settlement,,Mound/Tell,Chalcolithic,-4500,-3800,Surveyed,,32.465100308,35.559638418,3594876.19865256,740577.291110864,A,0.2,C,Kohn-Tavor 2014,83,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3798,,,
2371,Tell Karpas,T. el-Karantina ,,Settlement,,Mound/Tell,Early Bronze Age II-III,-3050,-2500,Surveyed,,32.465100308,35.559638418,3594876.19865256,740577.291110864,A,0.2,C,Kohn-Tavor 2014,83,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3798,,,
2371,Tell Karpas,T. el-Karantina ,,Settlement,,Mound/Tell,Early Bronze Age IV/Middle Bronze Age I/Int. Bronze,-2500,-2000,Surveyed,,32.465100308,35.559638418,3594876.19865256,740577.291110864,A,0.7,C,Kohn-Tavor 2014,83,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3798,,,
2371,Tell Karpas,T. el-Karantina ,,Settlement,,Mound/Tell,Middle Bronze Age II-III,-1750,-1550,Surveyed,,32.465100308,35.559638418,3594876.19865256,740577.291110864,A,0.7,C,Kohn-Tavor 2014,83,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3798,,,
2371,Tell Karpas,T. el-Karantina ,,Settlement,,Mound/Tell,Late Bronze Age,-1550,-1150,Surveyed,,32.465100308,35.559638418,3594876.19865256,740577.291110864,A,0.7,C,Kohn-Tavor 2014,83,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3798,,,
2371,Tell Karpas,T. el-Karantina ,,Settlement,,Mound/Tell,Iron Age I,-1150,-980,Surveyed,,32.465100308,35.559638418,3594876.19865256,740577.291110864,A,0.7,C,Kohn-Tavor 2014,83,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3798,,,
2371,Tell Karpas,T. el-Karantina ,,Settlement,,Mound/Tell,Iron Age II,-980,-539,Surveyed,,32.465100308,35.559638418,3594876.19865256,740577.291110864,A,0.7,C,Kohn-Tavor 2014,83,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3798,,,
2371,Tell Karpas,T. el-Karantina ,,Settlement,,Mound/Tell,Hellenistic,-333,-63,Surveyed,,32.465100308,35.559638418,3594876.19865256,740577.291110864,A,0.7,C,Kohn-Tavor 2014,83,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3798,,,
2371,Tell Karpas,T. el-Karantina ,,Settlement,,Mound/Tell,Roman,-63,324,Surveyed,,32.465100308,35.559638418,3594876.19865256,740577.291110864,A,0.7,C,Kohn-Tavor 2014,83,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3798,,,
2371,Tell Karpas,T. el-Karantina ,,Settlement,,Mound/Tell,Byzantine,324,638,Surveyed,,32.465100308,35.559638418,3594876.19865256,740577.291110864,A,0.7,C,Kohn-Tavor 2014,83,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3798,,,
2372,Tell Karpas north,,,Settlement,{sherd scatter},Flat site,Early Bronze Age IV/Middle Bronze Age I/Int. Bronze,-2500,-2000,Surveyed,,32.466002034,35.559641958,3594976.20609047,740575.224252926,A,,C,Kohn-Tavor 2014,84,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3799,,,
2372,Tell Karpas north,,,Settlement,{sherd scatter},Flat site,Hellenistic,-333,-63,Surveyed,,32.466002034,35.559641958,3594976.20609047,740575.224252926,A,,C,Kohn-Tavor 2014,84,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3799,,,
2373,Hobari,,,Settlement,,Unknown,Middle Bronze Age II,-2000,-1550,Surveyed,,32.471879622,35.553814463,3595614.88472987,740011.748383545,A,,C,Kohn-Tavor 2014,85,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3800,,,
2374,Umm el-'Umdan,Umm el 'Amdan,,Settlement,{sherd scatter},Unknown,Byzantine,324,638,Surveyed,,32.475950582,35.549043139,3596055.61341571,739552.413882834,A,,C,Kohn-Tavor 2014,86,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3801,,,
2375,Hirbet Hatzvim,,,Settlement,,Mound/Tell,Early Bronze Age,-3800,-2500,Surveyed,,32.4745624,35.561803116,3595930.41137841,740755.601486353,A,0.5,C,Kohn-Tavor 2014,88,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3803,,,
2375,Hirbet Hatzvim,,,Settlement,,Mound/Tell,Early Bronze Age IV/Middle Bronze Age I/Int. Bronze,-2500,-2000,Surveyed,,32.4745624,35.561803116,3595930.41137841,740755.601486353,A,0.5,C,Kohn-Tavor 2014,88,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3803,,,
2375,Hirbet Hatzvim,,,Settlement,,Mound/Tell,Middle Bronze Age II-III,-1750,-1550,Surveyed,,32.4745624,35.561803116,3595930.41137841,740755.601486353,A,0.5,C,Kohn-Tavor 2014,88,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3803,,,
2375,Hirbet Hatzvim,,,Settlement,,Mound/Tell,Late Bronze Age,-1550,-1150,Surveyed,,32.4745624,35.561803116,3595930.41137841,740755.601486353,A,0.5,C,Kohn-Tavor 2014,88,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3803,,,
2375,Hirbet Hatzvim,,,Settlement,,Mound/Tell,Iron Age I,-1150,-980,Surveyed,,32.4745624,35.561803116,3595930.41137841,740755.601486353,A,0.5,C,Kohn-Tavor 2014,88,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3803,,,
2375,Hirbet Hatzvim,,,Settlement,,Mound/Tell,Iron Age II,-980,-539,Surveyed,,32.4745624,35.561803116,3595930.41137841,740755.601486353,A,0.5,C,Kohn-Tavor 2014,88,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3803,,,
2375,Hirbet Hatzvim,,,Settlement,,Mound/Tell,Byzantine,324,638,Surveyed,,32.4745624,35.561803116,3595930.41137841,740755.601486353,A,0.5,C,Kohn-Tavor 2014,88,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3803,,,
2376,Tell Peha,,,Settlement,"{sherd scatter, structure}",Flat site on natural mound,Byzantine,324,638,Surveyed,,32.478163237,35.563944973,3596334.57658875,740947.346701904,A,5,C,Kohn-Tavor 2014,89,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3804,,,
2377,Tell Peha South,,,Settlement,"{sherd scatter, structure}",Flat site on natural mound,Early Bronze Age,-3800,-2500,Surveyed,,32.478190219,35.554370748,3596315.96844013,740047.280279889,A,4,C,Kohn-Tavor 2014,90,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3805,,,
2377,Tell Peha South,,,Settlement,"{sherd scatter, structure}",Flat site on natural mound,Early Bronze Age IV/Middle Bronze Age I/Int. Bronze,-2500,-2000,Surveyed,,32.478190219,35.554370748,3596315.96844013,740047.280279889,A,4,C,Kohn-Tavor 2014,90,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3805,,,
2377,Tell Peha South,,,Settlement,"{sherd scatter, structure}",Flat site on natural mound,Iron Age I,-1150,-980,Surveyed,,32.478190219,35.554370748,3596315.96844013,740047.280279889,A,4,C,Kohn-Tavor 2014,90,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3805,,,
2377,Tell Peha South,,,Settlement,"{sherd scatter, structure}",Flat site on natural mound,Iron Age II,-980,-539,Surveyed,,32.478190219,35.554370748,3596315.96844013,740047.280279889,A,4,C,Kohn-Tavor 2014,90,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3805,,,
2378,Tell Nimrod,,,Settlement,"{sherd scatter, structure}",Mound/Tell,Early Bronze Age,-3800,-2500,Surveyed,,32.480898198,35.553370573,3596614.02555258,739946.070601578,A,1.2,C,Kohn-Tavor 2014,92,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3807,,,
2378,Tell Nimrod,,,Settlement,"{sherd scatter, structure}",Mound/Tell,Early Bronze Age IV/Middle Bronze Age I/Int. Bronze,-2500,-2000,Surveyed,,32.480898198,35.553370573,3596614.02555258,739946.070601578,A,1.2,C,Kohn-Tavor 2014,92,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3807,,,
2378,Tell Nimrod,,,Settlement,"{sherd scatter, structure}",Mound/Tell,Middle Bronze Age II-III,-1750,-1550,Surveyed,,32.480898198,35.553370573,3596614.02555258,739946.070601578,A,1.2,C,Kohn-Tavor 2014,92,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3807,,,
2378,Tell Nimrod,,,Settlement,"{sherd scatter, structure}",Mound/Tell,Late Bronze Age,-1550,-1150,Surveyed,,32.480898198,35.553370573,3596614.02555258,739946.070601578,A,1.2,C,Kohn-Tavor 2014,92,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3807,,,
2378,Tell Nimrod,,,Settlement,"{sherd scatter, structure}",Mound/Tell,Iron Age I,-1150,-980,Surveyed,,32.480898198,35.553370573,3596614.02555258,739946.070601578,A,1.2,C,Kohn-Tavor 2014,92,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3807,,,
2378,Tell Nimrod,,,Settlement,"{sherd scatter, structure}",Mound/Tell,Iron Age II,-980,-539,Surveyed,,32.480898198,35.553370573,3596614.02555258,739946.070601578,A,1.2,C,Kohn-Tavor 2014,92,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3807,,,
2378,Tell Nimrod,,,Settlement,"{sherd scatter, structure}",Mound/Tell,Hellenistic,-333,-63,Surveyed,,32.480898198,35.553370573,3596614.02555258,739946.070601578,A,1.2,C,Kohn-Tavor 2014,92,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3807,,,
2378,Tell Nimrod,,,Settlement,"{sherd scatter, structure}",Mound/Tell,Roman,-63,324,Surveyed,,32.480898198,35.553370573,3596614.02555258,739946.070601578,A,1.2,C,Kohn-Tavor 2014,92,,{Archaeological Survey of Israel},https://survey.antiquities.org.il/index_Eng.html#/MapSurvey/32/site/3807,,,
